"snow-storm","danh từ: bão tuyết","'snoustɔ:m"
"guano","ngoại động từ: bón bằng phân chim","'gwɑ:nou"
"coroner","danh từ: (pháp lý) nhân viên điều tra những vụ chết bất thường (tai nạn)","'kɔrənə"
"handicap","danh từ: cuộc thi có chấp (đẻ cho hai bên cân sức)","'hændikæp"
"stem","danh từ: (thực vật học) thân (cây); cuống, cọng (lá, hoa)","stem"
"doctrinal","tính từ: (thuộc) chủ nghĩa, (thuộc) học thuyết","dɔk'trainl"
"yours","đại từ sở hữu: cái của anh, cái của chị, cái của ngài, cái của mày; cái của các anh, cái của các chị, cái của các ngài, cái của chúng mày","jɔ:z"
"ahem","thán từ: a hèm! (hắng giọng để làm cho người ta chú ý hay để có thì giờ suy nghĩ...)","ə'hem"
"self-confident","tính từ: tự tin","'self'kɔnfidənt"
"phallicism","danh từ: sự tôn thờ dương vật","'fælisizm"
"processional","tính từ: (thuộc) đám rước; dùng trong đám rước; mang trong đám rước, hát trong đám rước","processional"
"ill-treatment","danh từ: sự hành hạ, sự bạc đâi, sự ngược đãi","'il'tri:tmənt"
"bequest","danh từ: sự để lại (bằng chúc thư)","bi'kwest"
"guerrilla","danh từ: du kích, quân du kích","gə'rilə"
"fruity","tính từ: (thuộc) quả, (thuộc) trái cây","'fru:ti"
"parabomb","danh từ: bom dù nổ chậm",",pærə'bɔm"
"marsh fever","danh từ: bệnh sốt rét, bệnh ngã nước","'mɑ:ʃ'fi:və"
"dead-leaf","tính từ: màu lá úa, màu vàng úa","'ded'li:f"
"mellifluence","danh từ: sự ngọt ngào, sự dịu dàng (giọng nói, lời nói)","me'lifluəns"
"dendrology","danh từ: thụ mộc học","den'drɔlədʤi"
"amplexicaul","tính từ: (thực vật học) ôm thân (lá)","æm'pleksikɔ:l"
"advancement","danh từ: sự tiến lên, sự tiến tới, sự tiến bộ; sự thúc đẩy, sự làm cho tiến lên","əb'vɑ:nsmənt"
"vacillatory","tính từ: lắc lư, lao đảo; chập chờn","'væsilətəri"
"temporization","danh từ: sự trì hoãn, sự chờ thời; kế hoãn binh",",tempərai'zeiʃn"
"peeling","danh từ: vỏ bóc ra, vỏ gọt ra","'pi:liɳ"
"slightingly","phó từ: coi thường, coi nhẹ, xem khinh","'slaitiɳli"
"aloofness","danh từ: sự tách ra","ə'lu:fnis"
"tafferel","danh từ: lan can sau khoang lái (tàu thuỷ)","'tæfreil"
"lesser","tính từ,  cấp so sánh của little: nhỏ hơn, bé hơn, ít hơn","'lesə"
"dissociable","tính từ: có thể phân ra, có thể tách ra","di'souʃjəbl"
"unaffected","tính từ: không xúc động, không động lòng, thản nhiên",",ʌnə'fektid"
"evangelicalism","danh từ (tôn giáo): thuyết Phúc âm",",i:væn'dʤelikəlizm"
"sea-god","danh từ: hà bá","'si:'gɔd"
"minded","tính từ: thích, sãn lòng, vui lòng","'maindid"
"eclogue","danh từ: (văn học) Eclôgơ (một loại thơ đồng quê ngắn)","'eklɔg"
"vexation","danh từ: sự làm bực mình, sự làm phật ý","vek'seiʃn"
"poetize","nội động từ: làm thơ","'pouitaiz"
"hostage","danh từ: con tin","'hɔstidʤ"
"tuyère","danh từ: (kỹ thuật) ống gió, ống bễ","twi:'jeə"
"gossoon","danh từ: Ai-len đứa bé, thằng bé","gə'su:n"
"south-easterly","tính từ: đông nam","sauθ'i:stəli"
"toe-cap","danh từ: mũi giày","'toukæp"
"smoke-tree","danh từ: (thực vật học) cây hoa khói, cây côtinut (họ đào lột hột)","'smoukplɑ:nt"
"evaginate","ngoại động từ: (sinh vật học) lộn trong ra ngoài","i'vædʤineit"
"patard","danh từ: bộc phá","pe'tɑ:d"
"kittiwake","danh từ: (động vật học) mòng biển xira","'kitiweik"
"imageable","tính từ: có thể vẽ hình","'imidʤəbl"
"piano","danh từ: (âm nhạc) pianô","'pjænou"
"kalong","danh từ: (động vật học) dơi quạ (Mã-lai)","'kɑ:lɔɳ"
"wage hike","danh từ: (từ Mỹ,nghĩa Mỹ) (như) wage-rise","'weidʤ'haik"
"grade-crossing","danh từ: (từ Mỹ,nghĩa Mỹ)","'greid,krɔsiɳ"
"idol","danh từ: tượng thần, thần tượng","'aidl"
"drill","danh từ: (kỹ thuật) mũi khoan; máy khoan","dril"
"passer-by","danh từ,  số nhiều passers-by  /'pɑ:səz'bai/: khách qua đường ((cũng) passer)","'pɑ:sə'bai"
"belong","nội động từ: thuộc về, của, thuộc quyền sở hữu","bi'lɔɳ"
"mob","danh từ: đám đông","mɔb"
"over","danh từ: trên; ở trên","'ouvə"
"inwove","ngoại động từ inwove; inwoven: dệt lẫn (cái này vào với cái khác), dệt xen ((nghĩa đen) & (nghĩa bóng))","'inwədz"
"trochee","danh từ: thơ corê","'trouki:"
"slip-road","danh từ: đường nhỏ, đường mòn (ở địa phương)","'sliproud"
"fecundity","danh từ: sự mắn, sự đẻ nhiều","fi'kʌnditi"
"pacificism","danh từ: chủ nghĩa hoà bình","pə'sifisizm"
"retranslation","danh từ: sự dịch lại; bản dịch lại","'ri:træns'leiʃn"
"offer","danh từ: sự đưa tay ra, sự tỏ ra sẵn sàng cho, sự tỏ ra sẵn sàng làm","'ɔfə"
"inferno","danh từ,  số nhiều infernos: địa ngục","in'fə:nou"
"foreign","tính từ: (thuộc) nước ngoài, từ nước ngoài, ở nước ngoài","'fɔrin"
"coil","danh từ: cuộn","kɔil"
"antidazzle","tính từ: không làm loá mắt (đèn pha)","'æntidæzl"
"batik","danh từ: (nghành dệt) lối in hoa batic (bằng cách bôi sáp lên những chỗ không muốn nhuộm màu)","'bætik"
"bullfight","danh từ: trận đấu bò, trò đấu bò (ở Tây ban nha)","'bulfait"
"polychrome","tính từ: nhiều sắc",",pɔlikrə'mætik"
"pugilism","danh từ: quyền Anh; thuật đấu quyền Anh","'pju:dʤilizm"
"snail-slow","tính từ: chậm như sên","'sneilslou"
"mistful","tính từ: mù sương","'mistful"
"tricorne","tính từ: có ba sừng","'traikɔ:n"
"planet-struck","tính từ: bàng hoàng, kinh hoàng, hoảng sợ, khiếp s","'plænit,strikən"
"dracaena","danh từ: (thực vật học) giống cây huyết dụ","drə'si:nə"
"wrathful","tính từ: tức giận, phẫn nộ","'rɔ:θful"
"laboratorian","danh từ: người làm việc ở phòng thí nghiệm",",læbərə'tɔ:riən"
"indifferentist","danh từ: người theo chủ nghĩa trung lập (về tôn giáo)","in'difrəntist"
"unassertive","tính từ: không chắc chắn, không khẳng định, không quyết đoán, không dứt khoát","'ʌnə'sə:tiv"
"day-boy","danh từ: học sinh ngoại trú, học sinh ở ngoài","'deibɔi"
"machinability","danh từ: tính có thể cắt được bằng máy công cụ","mə,ʃi:nə'biliti"
"trayful","danh từ: khay (đầy), mân (đầy)","'treiful"
"confirm","ngoại động từ: xác nhận; chứng thực","kən'fə:m"
"armpit","danh từ: nách","'ɑ:mpit"
"memory","danh từ: sự nhớ, trí nhớ, ký ức","'meməri"
"cupreous","tính từ: có đồng, chứa đồng","'kju:priəs"
"psychopathology","danh từ: (y học) bệnh học tâm lý, bệnh học tinh thần",",saikoupə'θɔlədʤi"
"eyeball","danh từ: cầu mắt, nhãn cầu","'aibɔ:l"
"stuporous","tính từ: sững sờ","'stju:pərəs"
"grumpy","tính từ: gắt gỏng; cục cằn","'grʌmpiʃ"
"evensong","danh từ: (tôn giáo) buổi lễ ban chiều","'i:vənsɔɳ"
"simulacra","danh từ,  số nhiều simulacra: hình bóng, hình ảnh",",simju'leikrəm"
"pro and con","phó từ: thuận và chống, tán thành và phản đối","pro and con"
"conversational","tính từ: (thuộc) sự nói chuyện, (thuộc) sự chuyện trò",",kɔnvə'seiʃənl"
"pallid","tính từ: xanh xao, vàng vọt","'pælid"
"care","danh từ: sự chăn sóc, sự chăm nom, sự giữ gìn, sự bảo dưỡng","keə"
"head-work","danh từ: công việc trí óc","'hedwə:k"
"uproarious","tính từ: ồn ào, om sòm","' p,r :ri s"
"oyez","thán từ: xin các vị yên lặng, xin các vị trật tự!","ou'jes"
"datum-point","danh từ: điểm mốc","deitəm'pɔint"
"stomach-ache","danh từ: sự đau bụng","'stʌməkeik"
"capful","danh từ: mũ (đầy)","'kæpful"
"indology","danh từ: khoa nghiên cứu về Ân-ddộ","in'dɔlədʤi"
"laniary","tính từ: để xé (thức ăn)","'læniəri"
"leadership","danh từ: sự lânh đạo","'li:dəʃip"
"amorphousness","danh từ: tính không có hình dạng nhất định, tính vô định hình","ə'mɔ:fəsnis"
"pikelet","danh từ: bánh pơ-ti-panh (một loại bánh ngọt uống với nước trà)","'paiklit"
"strict","tính từ: chính xác, đúng","strikt"
"whaling","danh từ: sự đánh cá voi; nghề đánh cá voi","'weili"
"shown","danh từ: sự bày tỏ","ʃou"
"field","danh từ: đồng ruộng, cánh đồng","fi:ld"
"backer","danh từ: người giúp đỡ, người ủng hộ","'bækə"
"foreplane","danh từ: (kỹ thuật) cái bào phác (loại bào để bào qua gỗ mới xẻ, chưa bào kỹ)","'fɔ:plein"
"reputed","tính từ: có tiếng tốt, nổi tiếng","ri'pju:tid"
"formalize","ngoại động từ: nghi thức hoá, trang trọng hoá","'fɔ:məlaiz"
"wooden","tính từ: bằng gỗ","'wudn"
"cupric","tính từ: (hoá học) (thuộc) đồng","'kju:prik"
"heathery","tính từ: phủ đầy cây thạch nam","'hi:ðənri"
"hallway","danh từ: (từ Mỹ,nghĩa Mỹ) phòng trước","'hɔ:lwei"
"elver","danh từ: (động vật học) con cá chình con, con lươn con","'elvə"
"reaction","danh từ: sự phản tác dụng, sự phản ứng lại","ri:'ækʃn"
"diverse","tính từ: gồm nhiều loại khác nhau, linh tinh","dai'və:s"
"bun","danh từ: bánh bao nhân nho; bánh sữa nhỏ","bʌn"
"writing-paper","danh từ: giấy viết","'raitiɳ,peipə"
"purulency","danh từ: (y học) tình trạng có mủ, tình trạng chảy mủ","'pjuəruləns"
"aberrance","danh từ: sự lầm lạc","æ'berəns"
"tyre-pump","danh từ: cái bơm lốp xe","'taiəin'fleitə"
"recommit","ngoại động từ: phạm lại (một tội ác)","'ri:kə'mit"
"foster-daughter","danh từ: con gái nuôi","'fɔstə,dɔ:tə"
"eskimo","danh từ,  số nhiều Eskinos,  Eskinoes: người Et-ki-mô","'eskimou"
"archives","danh từ số nhiều: văn thư lưu trữ","'ɑ:kitreiv"
"scant","tính từ: ít, hiếm, không đủ","skænt"
"rampant","tính từ: chồm đứng lên","'ræmpənt"
"bromate","danh từ: (hoá học) bromat","'broumeit"
"descriptive","tính từ: diễn tả, mô tả, miêu tả","dis'kriptiv"
"ground crew","danh từ: (hàng không) nhân viên kỹ thuật (ở sân bay)","'graundstɑ:f"
"ongoings","danh từ số nhiều: những việc đang xảy ra (lạ lùng, chướng tai gai mắt...)","'ɔn,gouiɳz"
"tringle","danh từ: thanh sắt để treo màn","'triɳgl"
"underbade","ngoại động từ underbade,  underbid; underbidden,  underbid: bỏ thầu rẻ hơn (người khác)","'ʌndə'bid"
"unroofed","tính từ: bị dỡ mái (nhà)","' n'ru:ft"
"aeon","danh từ: thời đại, niên kỷ","'i:ən"
"cotter","danh từ: (như) cottar","'kɔtə"
"peritoneum","danh từ,  số nhiều peritonea  /,peritou'ni:ə/: (giải phẫu) màng bụng",",peritou'ni:əm"
"analyses","danh từ,  số nhiều analyses: sự phân tích","ə'næləsis"
"french polisher","danh từ: người đánh véc ni","'frentʃ'pɔliʃə"
"unsectarian","tính từ: không bè phái","' nsek'te ri n"
"caryophyllaceous","tính từ: (thực vật học) (thuộc) họ cẩm chướng",",kæriəfi'leiʃəs"
"pediculosis","danh từ: (y học) bệnh chấy rận","pi,dikju'lousis"
"interosculate","nội động từ: nhập lẫn vào nhau",",intər'ɔskjuleit"
"polyphase","tính từ: (điện học) nhiều pha","'pɔlifeiz"
"hydrous","tính từ: có nước","'haidrəs"
"self-appreciation","danh từ: sự tự đánh giá","'selfə,pri:ʃi'eiʃn"
"rising","danh từ: sự dậy, sự trở dậy, sự đứng dậy","'raiziɳ"
"waggish","tính từ: nói đùa; tinh nghịch","'wægiʃ"
"recherché","tính từ: cầu kỳ","rə'ʃeəʃei"
"tunery","danh từ: nghề tiện","'tə:nəri"
"diastole","danh từ: (y học) sự trương tim, tâm trương","dai'æstəli"
"reaccustom","ngoại động từ: (:<i> oneself,  to...) tập lại cho quen với</i>","'ri:ə'kʌstəm"
"title-part","danh từ: nhân vật chính tên được dùng làm nhan đề (kịch, phim ảnh...)","'taitlpɑ:t"
"ebony","danh từ: gỗ mun","'ebəni"
"insurrectionise","ngoại động từ: gây cuộc nổi dậy, gây cuộc khởi nghĩa (ở một nơi...)",",insə'rekʃənaiz"
"electrophorus","danh từ: bàn khởi điện","ilek'trɔfɔ:"
"co-tidal","tính từ: (:<i> line) (địa lý,địa chất) đường đồng triều lên</i>","'kou'taidl"
"versant","danh từ: sườn dốc, dốc","'və:sənt"
"fledgling","danh từ: chim non mới ra ràng","fledgling"
"lethe","danh từ: sông Mê (ở âm phủ)","'li:θi:"
"interdict","danh từ: sự cấm, sự cấm chỉ","'intədikt"
"exhauster","danh từ (kỹ thuật): quạt hút gió; máy hút gió","ig'zɔ:stə"
"plod","danh từ: bước đi nặng nề, bước đi khó nhọc","plɔd"
"octonarian","tính từ: có tám âm tiết (câu thơ)",",ɔktə'neəriən"
"plutonium","danh từ: (hoá học) Plutoni","plu:'tounjəm"
"tremulous","tính từ: run","'tremjulə"
"gold-leaf","danh từ: vàng lá","'gouldi:f"
"confluence","danh từ: chỗ hợp dòng, ngã ba sông","'kɔnfluəns"
"musk-deer","danh từ: (động vật học) hươu xạ","'mʌsk'diə"
"outcollege","tính từ: ngoại trú (đại học)","'aut,kɔlidʤ"
"yellowy","tính từ: hơi vàng, vàng vàng","'jelouiʃ"
"unallotted","tính từ: rảnh, không bị bận; có thể sử dụng được","'ʌnə'lɔtid"
"commissar","danh từ: uỷ viên nhân dân (ở Liên-xô và một số nước khác)",",kɔmi'sɑ:"
"sabre","danh từ: kiếm lưỡi cong (của kỵ binh)","'seibə"
"dizziness","danh từ: sự hoa mắt, sự choáng váng, sự chóng mặt","'dizinis"
"thou","danh từ: (thơ ca) mày, mi, ngươi","ðau"
"visit","danh từ: sự đi thăm, sự thăm hỏi, sự thăm viếng","'vizit"
"zoolite","danh từ: (địa lý,địa chất) đá động vật,  zoolit","'zouəlait"
"enclosure","danh từ: sự rào lại (đất đai...)","in'klouʤə"
"shiftless","tính từ: lười, nhác; bất lực, hèn kém","'ʃiftlis"
"readjust","ngoại động từ: điều chỉnh lại; sửa lại cho đúng","'ri:ə'dʤʌst"
"phonologist","danh từ: nhà âm vị học","fou'nɔlədʤist"
"sortie","danh từ: (quân sự) sự xông ra phá vây","'sɔ:ti:"
"equipoise","danh từ: (thường) (nghĩa bóng)","'ekwipɔiz"
"meristem","danh từ: (sinh vật học) mô phân sinh","'meristəm"
"flying bomb","danh từ: bom bay","flying bomb"
"attendance","danh từ: sự dự, sự có mặt","ə'tendəns"
"patentee","danh từ: người được cấp bằng sáng chế",",peitən'ti:"
"sourdine","danh từ: (âm nhạc) cái chặn tiếng","'sɔ:di:n"
"unapproved","tính từ (:<i> of)</i>: không được tán thành, không được chấp thuận","'ʌnə'pru:vd"
"naval","tính từ: (thuộc) hải quân, (thuộc) thuỷ quân","'neivəl"
"hammer-toe","danh từ: ngón chân khoằm","'hæmətou"
"quinsy","danh từ: (y học) viêm họng, viêm hạch hạnh có mủ","'kwinzi"
"benedick","danh từ: người mới cưới vợ","'benidik"
"heliacal","tính từ,  (thiên văn học): (thuộc) mặt trời","hi:'laiəkəl"
"uncondensed","tính từ: không cô đặc (chất nước); không ngưng (hơi); không tụ (ánh sáng)","'ʌnkən'denst"
"calorific","tính từ: (như) caloric",",kælə'rifik"
"afternoon","danh từ: buổi chiều","'ɑ:ftə'nu:n"
"premeditation","danh từ: sự suy nghĩ trước, sự suy tính trước, sự mưu tính trước, sự dụng tâm","pri:,medi'teiʃn"
"extramundane","tính từ: ở ngoài thế giới vật chất, ở thế giới bên kia, ở ngoài vũ trụ","'ekstrə'mʌndein"
"unfelt","tính từ: không cảm thấy, không thấy","'ʌn'felt"
"elbow-rest","danh từ: chỗ dựa khuỷu tay; gối dựa","'elbourest"
"unbowed","tính từ: không cúi, không khòm","'ʌn'baud"
"baseless","tính từ: không có cơ sở, không có căn cứ","'beislis"
"peace","danh từ: hoà bình, thái bình, sự hoà thuận","pi:s"
"ratatat","danh từ: tiếng gõ cọc cọc (gõ cửa...)","'rætə'tæt"
"waxy","tính từ: giống sáp; có màu sáp, vàng nhợt nhạt","'wæksi"
"armada","danh từ: đội tàu, hạm đội","ɑ:'mɑ:də"
"irreligious","tính từ: không tín ngưỡng; không trọng tín ngưỡng",",iri'lidʤəs"
"medicine","danh từ: y học, y khoa","'medsin"
"fibrin","danh từ: tơ huyết,  fibrin","'faibrin"
"nasologist","danh từ: nhà nghiên cứu mũi","nei'zɔlədʤist"
"enounce","ngoại động từ: phát biểu, nói lên; đề ra (ý kiến...)","i:'nauns"
"night-work","danh từ: việc làm đêm","'naitwə:k"
"symbolise","ngoại động từ: tượng trưng hoá","'simbəlaiz"
"incredulity","danh từ: tính hoài nghi; sự ngờ vực",",inkri'dju:liti"
"mydriatic","tính từ: (y học) làm giân đồng tử",",maiə'laitis"
"fascinating","tính từ: làm mê, làm say mê, quyến rũ","'fæsineitiɳ"
"misgovern","ngoại động từ: cai trị tồi, quản lý tồi","'mis'gʌvən"
"specialise","ngoại động từ: làm thành đặc trưng","'speʃəlaiz"
"backstairs","danh từ: (số nhiều) cầu thang sau","'bæk'steəs"
"exercisable","tính từ: có thể thi hành được (quyền hành); có thể dùng được, có thể sử dụng được (quyền)","'eksəsaizəbl"
"yean","động từ: đẻ (cừu, dê)","ji:n"
"wealth","danh từ: sự giàu có, sự giàu sang","welθ"
"part","danh từ: phần, bộ phận, tập (sách)","pɑ:t"
"interlanguage","danh từ: tiếng quốc tế ((cũng) interlingua)",",intə'læɳgwidʤ"
"over-delicate","tính từ: quá tinh tế, quá tinh vi, quá tế nhị","'ouvə'delikit"
"premature","tính từ: sớm, yểu non",",premə'tjuə"
"judgment debtor","danh từ: người bị toà xét phải trả nợ","'dʤʌdʤmənt'detə"
"sand-crack","danh từ: bệnh nẻ móng (ngựa)","'sændkræk"
"haggard","tính từ: hốc hác, phờ phạc (vì mệt mỏi, mất ngủ, lo lắng)","'hægəd"
"paper-mill","danh từ: nhà máy giấy","'peipəmil"
"chalcedony","danh từ: (khoáng chất) chanxeđon","kæl'sedəni"
"precipitability","danh từ: (hoá học) khả năng kết tủa, khả năng lắng","pri,sipitə'biliti"
"stern","tính từ: nghiêm nghị, nghiêm khắc","stə:n"
"trephine","danh từ: (y học) cái khoan trêfin","tri'fi:n"
"costume","danh từ: quần áo, y phục","'kɔstju:m"
"wringer","danh từ: máy vắt (áo quần, vải)","'riɳə"
"clifornium","danh từ: (hoá học) califoni",",kæli'fɔ:njəm"
"huffish","tính từ: cáu kỉnh, dễ nổi cáu, dễ phát khùng; hay giằn dỗi","'hʌfiʃ"
"stinkpot","danh từ: bô (đựng phân...)","'stiɳkpɔt"
"adduction","danh từ: (giải phẫu) sự khép (cơ)","ə'dʌkʃn"
"highboy","danh từ: (từ Mỹ,nghĩa Mỹ) tủ con mốt cao","'haibɔi"
"bull-fence","danh từ: hàng rào có hố đằng sau (cho ngựa đua nhảy qua)","'bulfens"
"solitude","danh từ: tình trạng cô đơn","'sɔlitju:d"
"touch-me-not","danh từ: (thực vật học) cây bóng nước","'tʌtʃmi'nɔt"
"frowst","danh từ: (thông tục) uế khí, mùi hôi nồng nặc; mùi ẩm mốc","fraust"
"unvarying","tính từ: không thay đổi, không biến đổi","n've rii"
"syngenesis","danh từ: (sinh vật học) sự sinh sản hữu tính","sin'dʤenisis"
"eutectic","tính từ: (hoá học) Eutecti","ju:'tektik"
"splipy","tính từ: (thông tục) (như) slippery","'slipi"
"creditable","tính từ: vẻ vang; mang lại danh vọng tiếng tăm; đáng khen, đáng ca ngợi","'kreditəbl"
"bottomry","danh từ: (hàng hải) sự mượn tiền lấy tàu làm đảm bảo","'bɔtəmri"
"volunteer","danh từ: (quân sự) quân tình nguyện",",vɔlən'tiə"
"notaryship","danh từ: chức công chứng viên","'noutəriʃip"
"producer gas","danh từ: hơi than, khí than","producer gas"
"supposedly","phó từ: cho là, giả sử là; nói như là, làm như là","sə'pouzidli"
"invective","danh từ: lời công kích dữ dội, lời tố cáo kịch liệt","in'vektiv"
"desegregate","động từ: (từ Mỹ,nghĩa Mỹ) xoá bỏ sự phân biệt chủng tộc (ở trường học...)","di:'segrigeit"
"inharmonic","tính từ: không hài hoà",",inhɑ:'mɔnik"
"fish-glue","danh từ: keo cá, thạch cá","'fiʃglu:"
"glacier","danh từ: (địa lý,ddịa chất) sông băng","'glæsjə"
"wifelike","tính từ: của người vợ; như người vợ; phù hợp với người vợ","'waiflaik"
"vile","tính từ: hèn hạ, đê hèn","vail"
"soya","danh từ: (thực vật học) đậu tương, đậu nành","'sɔiə"
"bibber","danh từ: người nghiện rượu","'bibə"
"contortedness","danh từ: sự vặn vẹo","kən'tɔ:tidnis"
"liberalism","danh từ: chủ nghĩa tự do","'libərəlizm"
"ebullioscopy","danh từ: (hoá học) phép nghiệm sôi","i,bʌli'ɔskəpi"
"mortal","tính từ: chết, có chết","'mɔ:tl"
"feminine","tính từ: (thuộc) đàn bà, như đàn bà; yểu điệu dịu dàng (như đàn bà)","'feminin"
"immerse","ngoại động từ: nhúng, nhận chìm, ngâm","i'mə:s"
"tissue","danh từ: vải mỏng","'tisju:"
"solo","danh từ,  số nhiều solos: (âm nhạc) bản nhạc diễn đơn, điệu nhạc diễn đơn; bè diễn đơn, bài đơn ca","'soulou"
"zoological","tính từ: (thuộc) động vật học",",zouə'lɔdʤikəl"
"unshoe","ngoại động từ unshod: tháo móng sắt (ngựa)","' n' u:"
"suppliant","tính từ: năn nỉ, van xin, khẩn khoản","'sʌpliənt"
"bloated","tính từ: húp híp, béo phị; phồng lên, sưng lên","'bloutid"
"stewardess","danh từ: cô làm phòng (trên tàu thuỷ), cô phục vụ (trên máy bay)","'stjuədis"
"small talk","danh từ: chuyện phiếm","'smɔ:l'tɔ:k"
"protestingly","phó từ: phản đối, phản kháng, kháng nghị","protestingly"
"boric","danh từ: (hoá học) boric","'bɔ:rik"
"red deer","danh từ: (động vật học) hươu châu Âu","'red'diə"
"serfage","danh từ: thân phận nông nô","'sə:fidʤ"
"yourself","đại từ phản thân (số nhiều yourselves): tự anh, tự chị, chính anh, chính mày, tự mày, tự mình","jɔ:'self"
"stromatic","tính từ: (sinh vật học) (thuộc) chất đệm, (thuộc) chất nền","strou'mætik"
"excogitative","tính từ: nghĩ ra, nặn ra (kế hoạch...), bày ra (mưu mô...)","eks'kɔdʤiteitiv"
"sitfast","danh từ: chỗ chai yên (trên lưng ngựa)","'sifɑ:st"
"candelabrum","danh từ,  số nhiều candelabra: cây đèn nến; chúc đài",",kændi'lɑ:brəm"
"parameter","danh từ: (toán học) thông số, tham số, tham biến","pə'ræmitə"
